"timestamp","spillid","companyname","incidentdate","datespillstopped","initialcontainmentmeasures","estimatedquantity","causeofspill","sitelocationname","gpslatdeg","gpslatmin","gpslatsec","gpslongdeg","gpslongmin","gpslongsec","latitude","longitude","estimatedspillarea","typeoffacility","datejiv","spillareahabitat","impact","descriptionofimpact","image","datecleanup","datecleanupcompleted","methodsofcleanup","dateofpostcleanupinspection","dateofpostimpactassessment","furtherremediation","datecertificate","thirdparty","month","year","monthNum","lga"
"","2011/sar/029/058","NAOC","2011-03-16","","","2","Sabatage","18 Tebidaba/Brass pipeline at Kalatoru""","","","","","","",4.5425,5.96044444444,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Southern Ijaw"
"","2011/sar/028/057","NAOC","2011-03-16","","","20","Sabatage","Clough Creek Well 3TBG flowline at Azagbene","","","","","","",4.83616666667,5.69255555556,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Ekeremor"
"","2011/lar/035","NAOC","2011-03-16","","","6","Equipment Failure","Idu 14s choke box at Idu 14 location in Biseni N05°15' 42.65 E006°35' 45.65""""","","","","","","",5.26184722222,6.59601388889,"LA","","","","","","","","","","","","","","no","Mar","2011","03","Ogba/Egbema/Ndoni"
"","2011/lar/034/059","NAOC","2011-03-17","","","1","Sabatage","24 Ogoda/Brass pipeline at Ozochi""","","","","","","",4.96416666667,6.51127777778,"LA","","","","","","","","","","","","","","yes","Mar","2011","03","Ahoada West"
"","","NAOC","2011-03-18","","","","Sabatage","18'' Tebidaba/Brass pipeline at Mbikiba","","","","","","",4.49183333333,6.08538888889,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Brass"
"","","NAOC","2011-03-18","","","","Sabatage","18'' Tebidaba/Brass pipeline at Mbikiba","","","","","","",4.49197222222,6.08552777778,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Brass"
"","2011/sar/030/061","NAOC","2011-03-18","","","6","Sabatage","18 Tebidaba/Brass pipeline at Mbikiba""","","","","","","",4.49169444444,6.08530555556,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Brass"
"","2011/sar/031/062","NAOC","2011-03-18","","","2","Sabatage","18 Tebidaba/Brass pipeline at Lasogbene""","","","","","","",4.34158333333,6.13055555556,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Brass"
"","2011/sar/032/063","NAOC","2011-03-2","","","0","Sabatage","18 Tebidaba/Brass pipeline at Abalikiri""","","","","","","",4.45786111111,6.16816666667,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Nembe"
"","","NAOC","2011-03-21","","","1","Sabatage","18'' Tebidaba/Brass pipeline at Mbikiba","","","","","","",4.498,6.07225,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Southern Ijaw"
"","2011/sar/033/064","NAOC","2011-03-21","","","5","Sabatage","18 Tebidaba/Brass pipeline at Mbikiba (3A)""","","","","","","",4.49808333333,6.07205555556,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Southern Ijaw"
"","2011/sar/034/066","NAOC","2011-03-23","","","30","Sabatage","18 Tebidaba/Brass pipeline riser at Mbasikiri""","","","","","","",4.40983333333,6.2525,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Nembe"
"","2011/lar/029/076","NAOC","2011-03-25","","","10","Sabatage","24'' Ogoda/Brass pipeline at Obodhi","","","","","","",4.88174444444,6.31449722222,"LA","","","","","","","","","","","","","","yes","Mar","2011","03","Ogbia"
"","2011/sar/035/070","NAOC","2011-03-25","","","30","Sabatage","18 Tebidaba/Brass pipeline at Lasukugbene""","","","","","","",4.50897222222,6.04022222222,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Southern Ijaw"
"","2011/sar/037/072","NAOC","2011-03-25","","","50","Sabatage","18 Tebidaba/Brass pipeline at Igbematoru""","","","","","","",4.52608333333,6.00788888889,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Southern Ijaw"
"","2011/lar/037/068","NAOC","2011-03-25","","","60","Sabatage","24 Ogoda/Brass pipeline at Ozochi""","","","","","","",4.96411111111,6.51113888889,"LA","","","","","","","","","","","","","","yes","Mar","2011","03","Ahoada West"
"","2011/sar/036/071","NAOC","2011-03-25","","","25","Sabatage","18 Tebidaba/Brass pipeline at Igbematoru""","","","","","","",4.52397222222,6.01177777778,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Southern Ijaw"
"","2011/sar/038/073","NAOC","2011-03-27","","","2","Sabatage","18 Tebidaba/Brass pipeline at Oyeregbene""","","","","","","",4.50102777778,6.06525,"SW","","","","","","","","","","","","","","yes","Mar","2011","03","Southern Ijaw"
"","2011/lar/040/074","NAOC","2011-03-29","","","4","Corrosion","4 Ebocha 4s flowline by Ebocha 9 Location at Omoku N05°27' 54.2"" E06° 40' 58.9""   [La]""","","","","","","",5.38091666667,6.49508333333,"LA","","","","","","","","","","","","","","no","Mar","2011","03","Ogba/Egbema/Ndoni"
"","2011/sar/039/075","NAOC","2011-03-3","","","6","Corrosion","Azuzuama 4t flowline at Azuzuama    [Sw]","","","","","","",4.70333333333,5.92,"SW","","","","","","","","","","","","","","no","Mar","2011","03","Southern Ijaw"
"","2011/lar/042/078","NAOC","2011-03-31","","","","Sabatage","4 Mbgede 17T flowline at Abazi""","","","","","","",5.49302777778,6.71847222222,"LA","","","","","","","","","","","","","","yes","Mar","2011","03","Ohaji/Egbema"
"","2011/sar/040/079","NAOC","2011-04-01","","","","Sabatage","18 Tebidaba/Brass pipeline at Elepa N04°27' 29.5"" E06°10' 25.9""   [Sw]""","","","","","","",4.45822222222,6.17388888889,"SW","","","","","","","","","","","","","","yes","Apr","2011","04","Nembe"
"","2011/sar/041/080","NAOC","2011-04-04","","","2","Equipment Failure","3 Level control valve on the HP separator at Obama Flowstation   N04°37' 49.5"" E06°15' 55.5"" [Sw]""","","","","","","",4.63041666667,6.26541666667,"SW","","","","","","","","","","","","","","no","Apr","2011","04","Nembe"
"","2011/lar/043/081","NAOC","2011-04-07","","","0","Corrosion","4 Akri 4L flowline at Akri  N05°38' 03.8"" E06° 37' 26.1""  [La]""","","","","","","",5.63438888889,6.62391666667,"LA","","","","","","","","","","","","","","no","Apr","2011","04","Ogba/Egbema/Ndoni"
"","2011/sar/042","NAOC","2011-04-08","","","1","Sabatage","24 Ogoda/Brass pipeline at Okoroba""","","","","","","",4.63813888889,6.40088888889,"SW","","","","","","","","","","","","","","yes","Apr","2011","04","Ogbia"
"","2011/sar/044/085","NAOC","2011-04-12","","","2","Equipment Failure","LP seperator drain valve at Obama flowstation","","","","","","",4.66375,6.26541666667,"SW","","","","","","","","","","","","","","no","Apr","2011","04","Ogbia"
"","2011/lar/047/090","NAOC","2011-04-22","","","1","Sabatage","Obiafu 3s flowline at Obrikom","","","","","","",5.40438888889,6.62119444444,"LA","","","","","","","","","","","","","","yes","Apr","2011","04","Ogba/Egbema/Ndoni"
"","2011/lar/048/091","NAOC","2011-04-27","","","7","Sabatage","Mgbede 1T flowline at Ebocha","","","","","","",5.45461111111,6.70452777778,"LA","","","","","","","","","","","","","","yes","Apr","2011","04","Ogba/Egbema/Ndoni"
"","2011/lar/049/092","NAOC","2011-04-27","","","0","Sabatage","Mgbede 11L flowline at Ebocha","","","","","","",5.45613888889,6.70005555556,"LA","","","","","","","","","","","","","","yes","Apr","2011","04","Ogba/Egbema/Ndoni"
"","2011/lar/050/093","NAOC","2011-04-27","","","0","Sabatage","Mgbede 15L flowline at Ebocha N05°27' 22.1 E06°42' 00.2""  [La]""","","","","","","",5.45613888889,6.70005555556,"LA","","","","","","","","","","","","","","yes","Apr","2011","04","Ogba/Egbema/Ndoni"
"","2011/lar/051/094","NAOC","2011-04-28","","","0","Sabatage","Mgbede 13s flowline at Ebocha","","","","","","",5.45469444444,6.70438888889,"LA","","","","","","","","","","","","","","yes","Apr","2011","04","Ogba/Egbema/Ndoni"
"","2011/sar/047/095","NAOC","2011-05-01","","","5","Operational Error","Osiama Long Production Test Facility at Osiama    [Sw]","","","","","","",4.75238333333,6.02964444444,"SW","","","","","","","","","","","","","","no","May","2011","05","Southern Ijaw"
"","","NAOC","2011-05-03","","","","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru","","","","","","",4.52610833333,6.00772777778,"","","","","","","","","","","","","","","yes","May","2011","05","Southern Ijaw"
"","2011/sar/046/088","NAOC","2011-05-03","","","2","Sabatage","18'' Tebidaba/Brass pipeline at Oyeregbene","","","","","","",4.50819444444,6.04386111111,"SW","","","","","","","","","","","","","","yes","May","2011","05","Southern Ijaw"
"","2011/sar/045/087","NAOC","2011-05-03","","","12","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru","","","","","","",4.52602777778,6.007625,"SW","","","","","","","","","","","","","","yes","May","2011","05","Southern Ijaw"
"","2011/sar/048/099","NAOC","2011-05-07","","","5","Corrosion","Obama Flowstation","","","","","","",4.63030555556,6.26536111111,"SW","","","","","","","","","","","","","","no","May","2011","05","Nembe"
"","2011/lar/057/103","NAOC","2011-05-12","","","10","Equipment Failure","Oshie 14s flowline at Akinma [La]","","","","","","",5.10919444444,6.47613888889,"LA","","","","","","","","","","","","","","no","May","2011","05","Ahoada West"
"","2011/lar/050/104","NAOC","2011-05-14","","","20","Sabatage","10 Clough Creek/Tebidaba pipeline at Azuzuama   [Sw]""","","","","","","",4.67783055556,5.90394444444,"LA","","","","","","","","","","","","","","yes","May","2011","05","Southern Ijaw"
"","2011/sar/051/105","NAOC","2011-05-15","","","0","Equipment Failure","Tebidaba Well 12T Well head at Olugbobiri [Sw]","","","","","","",4.56433333333,5.93122222222,"SW","","","","","","","","","","","","","","no","May","2011","05","Southern Ijaw"
"","2011/sar/052/106","NAOC","2011-05-17","","","18","Equipment Failure","Tebidaba well 13T well head at Olugbobiri N04°33' 26.5 E05°54' 40.9"" [Sw]""","","","","","","",4.55736111111,5.91136111111,"SW","","","","","","","","","","","","","","no","May","2011","05","Southern Ijaw"
"","2011/sar/053/107","NAOC","2011-05-18","","","0","Sabatage","18 Tebidaba/Brass pipeline at Elepa""","","","","","","",4.45503611111,6.1796,"SW","","","","","","","","","","","","","","yes","May","2011","05","Nembe"
"","2011/sar/054/108","NAOC","2011-05-18","","","","Sabatage","18 Tebidaba/Brass pipeline at Elepa""","","","","","","",4.45821944444,6.17377777778,"SW","","","","","","","","","","","","","","yes","May","2011","05","Nembe"
"","2011/lar/058/109","NAOC","2011-05-2","","","5","Sabatage","4 Idu 10L flowline at Idu""","","","","","","",5.24697222222,6.56663888889,"LA","","","","","","","","","","","","","","yes","May","2011","05","Ogba/Egbema/Ndoni"
"","2011/lar/059/110","NAOC","2011-05-21","","","2","Sabatage","4 Mgbede 24T flowline at Mgbede  N05°27' 28.43"" E06°43' 41.34""    [La]""","","","","","","",5.45790277778,6.72815,"LA","","","","","","","","","","","","","","yes","May","2011","05","Ogba/Egbema/Ndoni"
"","2011/lar/060/111","NAOC","2011-05-21","","","","Sabatage","4 Mgbede 15s flowline at Mgbede""","","","","","","",5.45792222222,6.72802222222,"LA","","","","","","","","","","","","","","yes","May","2011","05","Ogba/Egbema/Ndoni"
"","2011/lar/061/112","NAOC","2011-05-22","","","","Sabatage","4 Ebegoro 12s flowline at Obrikom""","","","","","","",5.37952777778,6.66572222222,"LA","","","","","","","","","","","","","","yes","May","2011","05","Ogba/Egbema/Ndoni"
"","2011/sar/055","NAOC","2011-05-24","","","1","Sabatage","18 Tebidaba/Brass pipeline at Lagosgbene""","","","","","","",4.47275,6.13058333333,"SW","","","","","","","","","","","","","","yes","May","2011","05","Brass"
"","2011/sar/056/115","NAOC","2011-05-28","","","5","Sabatage","18 Tebidaba/Brass pipeline riser at Lasukugbene(Sw)""","","","","","","",4.50855555556,6.04144444444,"SW","","","","","","","","","","","","","","yes","May","2011","05","Southern Ijaw"
"","2011/sar/057/116","NAOC","2011-05-31","","","0","Sabatage","18'' Tebidaba/Brass pipeline at Oyeregbene 6B","","","","","","",4.49663888889,6.07547222222,"SW","","","","","","","","","","","","","","yes","May","2011","05","Southern Ijaw"
"","2011/lar/063/118","NAOC","2011-06-01","","","4","Sabatage","Taylor Creek 1TGB flowline at Oshie N05°06' 12.8 E06° 28' 55.06""   [La]""","","","","","","",6.10355555556,6.46833333333,"LA","","","","","","","","","","","","","","yes","Jun","2011","06","Aniocha South"
"","2011/lar/068/124","NAOC","2011-06-08","","","6","Equipment Failure","Mgbede 9T flowline at Mgbede(La)","","","","","","",5.45583333333,6.70672222222,"LA","","","","","","","","","","","","","","no","Jun","2011","06","Ogba/Egbema/Ndoni"
"","2011/sar/060/126","NAOC","2011-06-08","","","5","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru 18A","","","","","","",4.52636111111,6.00755555556,"","","","","","","","","","","","","","","yes","Jun","2011","06","Southern Ijaw"
"","2011/lar/070/126","NAOC","2011-06-1","","","12","Corrosion","Oshie 11/14 flowline at Akinima(La)","","","","","","",5.10705555556,6.47922222222,"LA","","","","","","","","","","","","","","no","Jun","2011","06","Ahoada West"
"","2011/sar/063/131","NAOC","2011-06-11","","","1","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru 20","","","","","","",4.52655555556,6.00716666667,"","","","","","","","","","","","","","","yes","Jun","2011","06","Southern Ijaw"
"","2011/lar/074/135","NAOC","2011-06-16","","","5","Sabatage"," Idu 10L flowline at Idu(La)","","","","","","",5.24955555556,6.57261111111,"LA","","","","","","","","","","","","","","yes","Jun","2011","06","Ogba/Egbema/Ndoni"
"","2011/lar/075/136","NAOC","2011-06-2","","","500","Sabatage","10'' Oshie Ogoda pipeline at Idu Ekpeye","","","","","","",5.10466666667,6.52025,"LA","","","","","","","","","","","","","","yes","Jun","2011","06","Ahoada West"
"","2011/sar/071/144","NAOC","2011-06-22","","","5","Sabatage","18'' Tebidaba/Brass pipeline at Lasukugbene 7","","","","","","",4.51261111111,6.03186111111,"","","","","","","","","","","","","","","yes","Jun","2011","06","Southern Ijaw"
"","2011/sar/074/158","NAOC","2011-07-06","","","20","Sabatage"," 18''Tebidaba/Brass pipline at Igbematoru(Sw)","","","","","","",4.52675,6.00677777778,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Southern Ijaw"
"","2011/lar/090/163","NAOC","2011-07-08","","","6","Sabatage","4'' Oshie 11L flowline River crossing at Oshie[L]","","","","","","",5.17666666667,6.80555555556,"LA","","","","","","","","","","","","","","yes","Jul","2011","07","Emuoha"
"","2011/lar/088/161","NAOC","2011-07-08","","","6","Equipment Failure"," 4'' Obrikom 16L flowline near 15s mini arrival manifold at obrikom[L]","","","","","","",5.41444444444,6.60638888889,"LA","","","","","","","","","","","","","","no","Jul","2011","07","Ogba/Egbema/Ndoni"
"","2011/lar/092/165","NAOC","2011-07-1","","","20","Sabatage","4'' Ebocha 7T flowline at Obrikom[L]","","","","","","",5.44786111111,6.66775,"LA","","","","","","","","","","","","","","yes","Jul","2011","07","Ogba/Egbema/Ndoni"
"","2011/sar/076/169","NAOC","2011-07-15","","","4","Sabatage","18'' Tebidaba/Brass pipeline at Lasukugbene","","","","","","",4.50905555556,6.04016666667,"","","","","","","","","","","","","","","yes","Jul","2011","07","Southern Ijaw"
"","2011/sar/077/170","NAOC","2011-07-16","","","","Sabatage","18'' Tebidaba/Brass pipeline at Lasukugbene","","","","","","",4.50822222222,6.04391666667,"","","","","","","","","","","","","","","yes","Jul","2011","07","Southern Ijaw"
"","2011/LAR/098/173","NAOC","2011-07-17","","","5","Operational Error","IDU FLOWSTATION FLARE STACK AT IDU","","","","","","",5.25011111111,6.60008333333,"LA","","","","","","","","","","","","","","no","Jul","2011","07","Ogba/Egbema/Ndoni"
"","2011/lar/101/176","NAOC","2011-07-22","","","","Sabatage","10'' OB/OB-EOC delivery line at Ebocha 8 location","","","","","","",5.44872222222,6.68033333333,"","","","","","","","","","","","","","","yes","Jul","2011","07","Ogba/Egbema/Ndoni"
"","2011/LAR/102/178","NAOC","2011-07-23","","","1","Sabatage","OBIAFU 13L FLOWLINE AT OBIAFU","","","","","","",5.40727777778,6.78425,"LA","","","","","","","","","","","","","","yes","Jul","2011","07","Ohaji/Egbema"
"","2011/SAR/079/179","NAOC","2011-07-23","","","400","Operational Error","SLUDGE TANK 19 AT BRASS TERMINAL","","","","","","",4.29877777778,6.24744444444,"SW","","","","","","","","","","","","","","no","Jul","2011","07","Brass"
"","2011/SAR/081/181","NAOC","2011-07-25","","","3","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT KAMBORRO","","","","","","",4.54708333333,6.943,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Degema"
"","2011/sar/081/182","NAOC","2011-07-25","","","0","Sabatage"," 18''Tebidaba/Brass pipeline@Kamborro[Sw","","","","","","",4.54708333333,5.943,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Southern Ijaw"
"","2011/LAR/103/180","NAOC","2011-07-25","","","3","Sabatage","10''KWALE/AKRI PIPELINE AT AGWE-ETITI","","","","","","",5.61613888889,6.59647222222,"LA","","","","","","","","","","","","","","yes","Jul","2011","07","Ndokwa East"
"","2011/LAR/104/183","NAOC","2011-07-26","","","4","Equipment Failure","IDU 3S WELLHEAD AT BISENI","","","","","","",5.26507222222,6.54746111111,"LA","","","","","","","","","","","","","","no","Jul","2011","07","Ogba/Egbema/Ndoni"
"","2011/SAR/084/187","NAOC","2011-07-27","","","2","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT ABALIKIRI","","","","","","",4.45752777778,6.17466666667,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Nembe"
"","2011/SAR/086/189","NAOC","2011-07-27","","","15","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT LASOGBENE","","","","","","",4.47036111111,6.14066666667,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Brass"
"","2011/SAR/082/184","NAOC","2011-07-27","","","","Sabatage","10'' CLOUGH CREEK/TEBIDABA PIPELINE AT AZAGBENE","","","","","","",4.75133333333,6.1785,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Southern Ijaw"
"","2011/sar/084/187","NAOC","2011-07-29","","","2","Sabatage","18''Tebidaba/Brass pipeline@Abalikiri[Sw]","","","","","","",4.45752777778,6.17466666667,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Nembe"
"","2011/sar/085/188","NAOC","2011-07-29","","","3","Sabatage","18Tebidaba/Brass pipeline@Abalikiri[sw]","","","","","","",4.46041666667,6.16975,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Nembe"
"","2011/sar/086/189","NAOC","2011-07-29","","","15","Sabatage","18Tebidaba/Brass pipeline@Lasogbene[Sw]","","","","","","",4.47036111111,6.14066666667,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Brass"
"","2011/sar/088/191","NAOC","2011-07-29","","","0","Sabatage","N04°25'41.6''E006°13'29.7'' 18 Tebidaba/Brass pipeline@Mansionkiri[Sw]","","","","","","",4.42822222222,6.22491666667,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Nembe"
"","2011/SAR/088/191","NAOC","2011-07-29","","","0","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT MANSONKIRI","","","","","","",4.42822222222,6.22491666667,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Nembe"
"","2011/SAR/087/190","NAOC","2011-07-29","","","0","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT MBIKIBA","","","","","","",4.48394444444,6.09766666667,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Brass"
"","2011/sar/083/186","NAOC","2011-07-29","","","10","Sabatage","18''Tebidaba/Brass pipeline@Mansionkiri[Sw]","","","","","","",4.45394444444,6.18183333333,"SW","","","","","","","","","","","","","","yes","Jul","2011","07","Nembe"
"","2011/sar/089/192","NAOC","2011-08-01","","","3","Sabatage"," 18''Tebidaba/Brass pipeline@Oyeregbene[Sw]","","","","","","",4.49663888889,6.07541666667,"SW","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","2011/SAR/089/192","NAOC","2011-08-01","","","3","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT OYEREGBENE","","","","","","",4.49663888889,6.07541666667,"SW","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","2011/SAR/104/219A","NAOC","2011-08-03","","","1","Equipment Failure","OBAMA API PUMP AT OBAMA FLOWSTATION","","","","","","",4.63019444444,6.26561111111,"SW","","","","","","","","","","","","","","no","Aug","2011","08","Nembe"
"","2011/LAR/106/193","NAOC","2011-08-07","","","15","Sabatage","4''OSHIE 2L FLOWLINE AT AKINIMA","","","","","","",5.10363888889,6.47363888889,"LA","","","","","","","","","","","","","","yes","Aug","2011","08","Ahoada West"
"","2011/SAR/091/195","NAOC","2011-08-07","","","7","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT LASUKUGBENE","","","","","","",4.50905555556,6.04011111111,"SW","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","2011/SAR/090/194","NAOC","2011-08-07","","","1","Sabatage","MINI MANIFOLD NEAR PIRIGBENE WELL 1L AT PIRIGBENE","","","","","","",4.61611111111,6.19380555556,"SW","","","","","","","","","","","","","","yes","Aug","2011","08","Nembe"
"","2011/LAR/107/196","NAOC","2011-08-08","","","","Other","10'' IRRI/KWALE PIPELINE AT IBREDE","","","","","","",5.64091666667,6.61688888889,"LA","","","","","","","","","","","","","","no","Aug","2011","08","Ndokwa East"
"","2011/LAR/107/196","NAOC","2011-08-08","","","0","Equipment Failure","10'' IRRI/KWALE PIPELINE AT IBREDE","","","","","","",5.54833333333,6.39588888889,"LA","","","","","","","","","","","","","","no","Aug","2011","08","Ndokwa East"
"","2011/LAR/108/197","NAOC","2011-08-09","","","5","Sabatage","TAYLOR CREEK 2S FLOWLINE AT OSHIE","","","","","","",5.10088888889,6.49461111111,"LA","","","","","","","","","","","","","","yes","Aug","2011","08","Ahoada West"
"","2011/LAR/109/198","NAOC","2011-08-12","","","20","Sabatage","TAYLOR CREEK 2L FLOWLINE AT OSHIE","","","","","","",5.10311111111,6.48577777778,"LA","","","","","","","","","","","","","","yes","Aug","2011","08","Ahoada West"
"","2011/SAR/093/203","NAOC","2011-08-13","","","","Other","PIRIGBENE WELL 2TBG AT PIRIGBENE","","","","","","",4.6125,6.20441666667,"SW","","","","","","","","","","","","","","no","Aug","2011","08","Nembe"
"","2011/SAR/092/199","NAOC","2011-08-13","","","200","Sabatage","24''OGBOINBIRI/OGODA PIPELINE AT AGUOBIRI","","","","","","",4.82252777778,6.14275,"SW","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","2011/LAR/110/200","NAOC","2011-08-15","","","","Other","4'' MGEDE 17T FLOWLINE AT OKUZI","","","","","","",5.49341666667,6.72047222222,"LA","","","","","","","","","","","","","","no","Aug","2011","08","Ohaji/Egbema"
"","2011/LAR/111/201","NAOC","2011-08-17","","","","Sabatage","4'' IDU 4T FLOWLINE AT IDU","","","","","","",5.24877777778,6.57213888889,"LA","","","","","","","","","","","","","","yes","Aug","2011","08","Ogba/Egbema/Ndoni"
"","2011/SAR/094/204","NAOC","2011-08-21","","","0","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT MBIKIBA","","","","","","",4.48680555556,6.09438888889,"SW","","","","","","","","","","","","","","yes","Aug","2011","08","Brass"
"","2011/LAR/112/202","NAOC","2011-08-21","","","12","Corrosion","4'' OSHIE 11L FLOWLINE AT AKINIMA","","","","","","",5.10705555556,6.47922222222,"LA","","","","","","","","","","","","","","no","Aug","2011","08","Ahoada West"
"","2011/LAR/113/205","NAOC","2011-08-23","","","8","Sabatage","24'' OGODA/BRASS DELIVERY PIPELINE AT OZOCHI","","","","","","",4.11608611111,6.52,"LA","","","","","","","","","","","","","","yes","Aug","2011","08",""
"","2010/LAR/218/382","NAOC","2011-08-23","","","","Sabatage","8'' OB/OB-INDORAMA FUEL GAS DELIVERY PPELINE AT UMU-ECHEM","","","","","","",5.00011111111,6.03569444444,"LA","","","","","","","","","","","","","","yes","Aug","2011","08","Sagbama"
"","2011/SAR/096/210","NAOC","2011-08-25","","","3","Equipment Failure","6'' NIMBE SOUTH FLOWLINE AT OBAMA FLOWSTATION","","","","","","",4.63016666667,6.26563888889,"SW","","","","","","","","","","","","","","no","Aug","2011","08","Nembe"
"","2011/SAR/095/209","NAOC","2011-08-25","","","35","Sabatage","18'' TEBIDABA/BRASS PIPLINE AT IGBEMATORU","","","","","","",4.52416666667,6.01211111111,"SW","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","2011/LAR/115/207","NAOC","2011-08-25","","","0","Sabatage","4'' EBOCHA 3S FLOWLINE AT OKWUZI","","","","","","",4.45601388889,6.69271944444,"LA","","","","","","","","","","","","","","yes","Aug","2011","08","Akuku Toru"
"","2011/lar/114/206","NAOC","2011-08-25","","","7","Sabatage","4'' EBOCHA 6L FLOWLINE AT OKWUZI","","","","","","",4.45609444444,6.69263333333,"LA","","","","","","","","","","","","","","yes","Aug","2011","08","Akuku Toru"
"","2011/LAR/116/208","NAOC","2011-08-25","","","0","Sabatage","4'' OBIAFU 33S FLOWLINE AT OKWUZI","","","","","","",4.45583333333,6.69217222222,"LA","","","","","","","","","","","","","","yes","Aug","2011","08","Akuku Toru"
"","2011/SAR/095/209","NAOC","2011-08-25","","","30","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT IGBEMATORU","","","","","","",4.52405555556,6.01305555556,"SW","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","2011/SAR/097/211","NAOC","2011-08-26","","","3","Sabatage","6'' NIMBE SOUTH FLOWLINE AT BURUKIRI","","","","","","",4.6125,6.30241666667,"SW","","","","","","","","","","","","","","yes","Aug","2011","08","Nembe"
"","","NAOC","2011-08-27","","","15","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru","","","","","","",4.52741666667,6.00533333333,"","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","","NAOC","2011-08-27","","","7","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru","","","","","","",4.52852777778,6.00283333333,"","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","","NAOC","2011-08-27","","","70","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru","","","","","","",4.53036111111,5.99908333333,"","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","","NAOC","2011-08-27","","","10","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru","","","","","","",4.52916666667,6.00172222222,"","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","","NAOC","2011-08-27","","","5","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru riser","","","","","","",4.52416666667,6.01211111111,"","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","","NAOC","2011-08-27","","","8","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru","","","","","","",4.52788888889,6.00427777778,"","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","2011/LAR/117/212","NAOC","2011-08-29","","","2","Equipment Failure","6'' TAYLOR CREEK 2L FLOWLINE AT OSHIE","","","","","","",4.10361111111,6.482,"LA","","","","","","","","","","","","","","no","Aug","2011","08",""
"","","NAOC","2011-08-29","","","6","Sabatage","18'' Tebidaba/Brass pipeline at Igbematoru","","","","","","",4.52980555556,6.00027777778,"","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
"","2011/SAR/098/213","NAOC","2011-08-29","","","20","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT IGBEMATORU","","","","","","",4.52719444444,6.00591666667,"SW","","","","","","","","","","","","","","yes","Aug","2011","08","Southern Ijaw"
