"timestamp","spillid","companyname","incidentdate","datespillstopped","initialcontainmentmeasures","estimatedquantity","causeofspill","sitelocationname","gpslatdeg","gpslatmin","gpslatsec","gpslongdeg","gpslongmin","gpslongsec","latitude","longitude","estimatedspillarea","typeoffacility","datejiv","spillareahabitat","impact","descriptionofimpact","image","datecleanup","datecleanupcompleted","methodsofcleanup","dateofpostcleanupinspection","dateofpostimpactassessment","furtherremediation","datecertificate","thirdparty","month","year","monthNum","lga"
"","","CHEVRON","2011-11-13","","","0","Corrosion","Robertkiri jacket #19","","","","","","",4.53072222222,6.63058333333,"","","","","","","","","","","","","","","no","Nov","2011","11","Akuku Toru"
"","2012/SAR/018","CHEVRON","2012-02-04","","","0","Other","18 Tebidaba/Brass pipeline riser at Mbasikiri""","","","","","","",4.40536111111,6.26175,"SW","","","","","","","","","","","","","","no","Feb","2012","02","Nembe"
"","","MPN","2009-06-04","","","3287","Equipment Failure","Tank 5006 OML: QIT","","","","","","",4.54668333333,8.01646666667,"LA","","","","","","","","","","","","","","no","Jun","2009","06",""
"","2009/lar/002A/003","NAOC","2009-01-03","","","14","Corrosion","Taylor creek 1T flowline at Kalaba   [La]","","","","","","",5.13958055556,6.44786111111,"LA","","","","","","","","","","","","","","no","Jan","2009","01","Yenegoa"
"","2009/sar/094/135","NAOC","2009-05-15","","","61","Corrosion","18'' Tebidaba-Brass pipeline at Abalikiri","","","","","","",4.45780555556,6.17452777778,"SW","","","","","","","","","","","","","","no","May","2009","05","Nembe"
"","","MPN","2010-10-15","","","134","Operational Error","QIT Tank Farm/Tank 5003","","","","","","",4.55031666667,8.01736666667,"","","","","","","","","","","","","","","no","Oct","2010","10",""
"","37/2011","MPN","2011-08-12","","","0","Corrosion","oso pp oml 70","","","","","","",4.34557166667,7.67729055556,"OF","","","","","","","","","","","","","","no","Aug","2011","08",""
"","38/2011","MPN","2011-08-15","","","0","Equipment Failure","ubit pp oml 67","","","","","","",4.25138888889,8.18388888889,"OF","","","","","","","","","","","","","","no","Aug","2011","08",""
"","001/2011","MPN","2011-08-23","","","0","Other","ERHA FPSO OML 133","","","","","","",4.34166666667,5.35666666667,"OF","","","","","","","","","","","","","","no","Aug","2011","08",""
"","39/2011","MPN","2011-08-24","","","0","Corrosion","","","","","","","",4.35213888889,7.98575,"OF","","","","","","","","","","","","","","no","Aug","2011","08",""
"","40/2011","MPN","2011-08-3","","","0","Equipment Failure","UBIT PP-BALTIC RIG/UNAM D OML 67","","","","","","",4.29569166667,8.21802527778,"OF","","","","","","","","","","","","","","no","Aug","2011","08",""
"","41/2011","MPN","2011-09-03","","","0","Equipment Failure","UBIT PP OML 67","","","","","","",4.27711111111,8.08288888889,"OF","","","","","","","","","","","","","","no","Sep","2011","09",""
"","42/2011","MPN","2011-09-03","","","0","Other","UBIT AREA OML 67","","","","","","",4.29569361111,8.21802527778,"OF","","","","","","","","","","","","","","no","Sep","2011","09",""
"","002/2011","MPN","2011-09-06","","","0","Other","Erhab FPSO OML 133","","","","","","",4.34166666667,5.355,"OF","","","","","","","","","","","","","","no","Sep","2011","09",""
"","002/2011","MPN","2011-09-06","","","0","Other","ERHA FPSO OML 133","","","","","","",4.34166666667,5.35666666667,"OF","","","","","","","","","","","","","","no","Sep","2011","09",""
"","43/2011","MPN","2011-09-2","","","0","Other","Edop area oml 67","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Sep","2011","09",""
"","44/2011","MPN","2011-09-24","","","0","Other","ubit pp OML 67","","","","","","",4.29569361111,8.21802527778,"OF","","","","","","","","","","","","","","no","Sep","2011","09",""
"","45/2011","MPN","2011-09-29","","","0","Other","yoho pp OML 104","","","","","","",4.16666666667,7.49083333333,"OF","","","","","","","","","","","","","","no","Sep","2011","09",""
"","46/2011","MPN","2011-09-3","","","0","Equipment Failure","Ubit PP- Unam B OML 67","","","","","","",4.29569361111,8.06794,"OF","","","","","","","","","","","","","","no","Sep","2011","09",""
"","47/2011","MPN","2011-10-16","","","0","Equipment Failure","Edop PP OML 67","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Oct","2011","10",""
"","50/2011","MPN","2011-10-24","","","0","Other","Ekpe field off Barge major vessel offshore Akwa ibom state","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Oct","2011","10",""
"","51/2011","MPN","2011-10-24","","","0","Other","Around Baltic- Ubil 176U OML 67","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Oct","2011","10",""
"","48/2011","MPN","2011-10-25","","","0","Equipment Failure","yoho pp oml 104","","","","","","",4.15,7.49083333333,"OF","","","","","","","","","","","","","","no","Oct","2011","10",""
"","49/2011","MPN","2011-10-25","","","0","Equipment Failure","Edop PP OML 67","","","","","","",4.49566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Oct","2011","10",""
"","52/2011","MPN","2011-11-11","","","0","Other","Oso RG cellar Deck","","","","","","",4.34557166667,7.67729055556,"OF","","","","","","","","","","","","","","no","Nov","2011","11",""
"","53/2011","MPN","2011-11-17","","","0","Operational Error","Lloyd Noble/Ubit-J","","","","","","",4.24359,8.1661475,"OF","","","","","","","","","","","","","","no","Nov","2011","11",""
"","56/2011","MPN","2011-11-3","","","0","Other","Lloyd Noble/ Ubit OML 67","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Nov","2011","11",""
"","55/2011","MPN","2011-11-3","","","0","Other","Usari PP OML 70","","","","","","",4.345,7.67833333333,"OF","","","","","","","","","","","","","","no","Nov","2011","11",""
"","57/2011","MPN","2011-12-15","","","0","Other","Usari FC OML 70","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Dec","2011","12",""
"","58/2011","MPN","2011-12-27","","","0","Equipment Failure","Mfem A/GSF Baltic OML 67","","","","","","",4.28623888889,3.23164305556,"OF","","","","","","","","","","","","","","no","Dec","2011","12",""
"","59/2011","MPN","2011-12-28","","","0","Equipment Failure","Edopp PP OML 67","","","","","","",4.279,7.67833333333,"OF","","","","","","","","","","","","","","no","Dec","2011","12",""
"","","MPN","2012-01-21","","","0","Other","Edop PP OML: 67","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Jan","2012","01",""
"","","MPN","2012-01-25","","","0","Equipment Failure","Erha FPSO OML 133","","","","","","",4.34166666667,5.35666666667,"OF","","","","","","","","","","","","","","no","Jan","2012","01",""
"","","MPN","2012-01-28","","","28","Corrosion","Noble Percy Johns / Ubit-172K OML: 67","","","","","","",4.2742125,8.148345,"OF","","","","","","","","","","","","","","no","Jan","2012","01",""
"","","MPN","2012-01-28","","","0","Other","Oso PP OML: 70","","","","","","",4.34557166667,7.67729055556,"OF","","","","","","","","","","","","","","no","Jan","2012","01",""
"","04/2012","MPN","2012-02-14","","","0","Equipment Failure","BOP - SPM-3","","","","","","",4.73451666667,8.1137,"OF","","","","","","","","","","","","","","no","Feb","2012","02","Okobo"
"","05/2012","MPN","2012-02-16","","","0","Other","Edop PP / OML: 67","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Feb","2012","02",""
"","06/2012","MPN","2012-02-16","","","0","Equipment Failure","Usari PP / OML: 70","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Feb","2012","02",""
"","07/2012","MPN","2012-02-2","","","0","Equipment Failure","Usari PP / OML: 70","","","","","","",4.34566666667,8.67833333333,"OF","","","","","","","","","","","","","","no","Feb","2012","02",""
"","08/2012","MPN","2012-03-05","","","164","Corrosion","Noble Percy Johns/Ubit k OML:67","","","","","","",4.232035,8.14598138889,"OF","","","","","","","","","","","","","","no","Mar","2012","03",""
"","09/2012","MPN","2012-03-11","","","26","Equipment Failure","Ubit C/Ed Noble Drilling Rig OML:67","","","","","","",4.232035,8.14598138889,"OF","","","","","","","","","","","","","","no","Mar","2012","03",""
"","10/2012","MPN","2012-03-12","","","5","Other","North East of Oso Field :OML 70","","","","","","",4.34361111111,7.78111111111,"OF","","","","","","","","","","","","","","no","Mar","2012","03",""
"","11/2012","MPN","2012-03-19","","","0","Other","South East of Idoho East Safe Anchorage","","","","","","",4.40527777778,8.08563888889,"OF","","","","","","","","","","","","","","no","Mar","2012","03",""
"","12/2012","MPN","2012-03-24","","","0","Equipment Failure","Ubit GC / OML:67","","","","","","",4.23191666667,8.12533333333,"OF","","","","","","","","","","","","","","no","Mar","2012","03",""
"","13/2012","MPN","2012-04-01","","","0","Equipment Failure","Ubit J/Lloyd Noble OML: 67","","","","","","",4.23191666667,8.12533333333,"OF","","","","","","","","","","","","","","no","Apr","2012","04",""
"","14/2012","MPN","2012-04-02","","","0","Equipment Failure","Ubit F OML: 67","","","","","","",4.23191666667,8.12533333333,"OF","","","","","","","","","","","","","","no","Apr","2012","04",""
"","15/2012","MPN","2012-04-03","","","0","Operational Error","Ed Noble / Ubit C","","","","","","",4.232035,8.14598138889,"OF","","","","","","","","","","","","","","no","Apr","2012","04",""
"","16/2012","MPN","2012-04-05","","","0","Other","Edop PP / OML: 67","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Apr","2012","04",""
"","17/2012","MPN","2012-04-05","","","0","Operational Error","Ed Noble / Ubit C OML: 67","","","","","","",4.23191666667,8.12533333333,"OF","","","","","","","","","","","","","","no","Apr","2012","04",""
"","18/2012","MPN","2012-04-06","","","0","Equipment Failure","Ed Noble / Ubit C OML: 67","","","","","","",4.23191666667,8.12533333333,"OF","","","","","","","","","","","","","","no","Apr","2012","04",""
"","19/2012","MPN","2012-04-1","","","0","Equipment Failure","EAP-GN Platform OML: 67","","","","","","",6.11666666667,"","OF","","","","","","","","","","","","","","no","Apr","2012","04","Ikwo"
"","22/2012","MPN","2012-04-14","","","0","Other","Ubit C/Ed Noble / OML: 67","","","","","","",4.232035,8.14598138889,"OF","","","","","","","","","","","","","","no","Apr","2012","04",""
"","23/2012","MPN","2012-04-14","","","0","Equipment Failure","Ubit GI / GSF Magellan / OML: 67","","","","","","",4.24638888889,8.13527777778,"OF","","","","","","","","","","","","","","no","Apr","2012","04",""
"","24/2012","MPN","2012-04-19","","","0","Other","P20 Etim / Inim Jumper OML: 70","","","","","","",4.18873333333,8.01498166667,"OF","","","","","","","","","","","","","","no","Apr","2012","04",""
"","28/2012","MPN","2012-04-3","","","0","Equipment Failure","Ubit I OML:67","","","","","","",4.23191666667,8.12533333333,"OF","","","","","","","","","","","","","","no","Apr","2012","04",""
"","29/2012","MPN","2012-05-04","","","0","Equipment Failure","Ubit H OML:67","","","","","","",4.23191666667,8.12533333333,"OF","","","","","","","","","","","","","","no","May","2012","05",""
"","30/2012","MPN","2012-05-04","","","0","Other","Two(2) Miles NE of Idoho PP OML:68","","","","","","",4.37916666667,8.03194444444,"OF","","","","","","","","","","","","","","no","May","2012","05",""
"","32/2012","MPN","2012-05-14","","","0","Equipment Failure","Yoho YP OML:104","","","","","","",4.15,7.49083333333,"OF","","","","","","","","","","","","","","no","May","2012","05",""
"","33/2012","MPN","2012-05-18","","","25","Equipment Failure","SPM-1/Bop OML:67","","","","","","",4.21466666667,8.04633333333,"OF","","","","","","","","","","","","","","no","May","2012","05",""
"","34/2012","MPN","2012-06-07","","","0","Other","Edop PP OML: 67","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Jun","2012","06",""
"","37/2012","MPN","2012-06-19","","","0","Equipment Failure","Yoho PP OML:104","","","","","","",4.15,7.49083333333,"OF","","","","","","","","","","","","","","no","Jun","2012","06",""
"","38/2012","MPN","2012-06-2","","","0","Equipment Failure","Yoho PP OML:104","","","","","","",4.15,7.49083333333,"OF","","","","","","","","","","","","","","no","Jun","2012","06",""
"","39/2012","MPN","2012-07-06","","","","Equipment Failure","Yoho PP","","","","","","",4.15,7.49083333333,"OF","","","","","","","","","","","","","","no","Jul","2012","07",""
"","42/2012","MPN","2012-07-2","","","0","Equipment Failure","Edop PP / OML: 67","","","","","","",4.34566666667,7.67833333333,"OF","","","","","","","","","","","","","","no","Jul","2012","07",""
"","43/2012","MPN","2012-08-11","","","3","Other","Sighted during over-flight","","","","","","",4.47722222222,7.95138888889,"OF","","","","","","","","","","","","","","no","Aug","2012","08",""
"","44/2012","MPN","2012-08-17","","","1","Other","Usari North Safe Anchorage","","","","","","",7.47722222222,7.95138888889,"OF","","","","","","","","","","","","","","no","Aug","2012","08","Oturkpo"
"","45/2012","MPN","2012-08-2","","","0","Other","Oso PP / OML 70","","","","","","",4.34557166667,7.67729055556,"OF","","","","","","","","","","","","","","no","Aug","2012","08",""
"","46/2012","MPN","2012-08-21","","","0","Other","Oso / Around RK PP / OML 70","","","","","","",4.34557166667,7.67729055556,"OF","","","","","","","","","","","","","","no","Aug","2012","08",""
"","49/2012","MPN","2012-09-02","","","0","Other","Baltic/Abang 'A' platform OML:70","","","","","","",4.2345,7.63983333333,"OF","","","","","","","","","","","","","","no","Sep","2012","09",""
"","50/2012","MPN","2012-09-1","","","0","Other","Edop PP OML:67","","","","","","",4.0875,8.01816666667,"OF","","","","","","","","","","","","","","no","Sep","2012","09",""
"","51/2012","MPN","2012-09-15","","","0","Other","Around Ubit K OML:67","","","","","","",4.27556666667,8.14733333333,"OF","","","","","","","","","","","","","","no","Sep","2012","09",""
"","2008/lar/176","NAOC","2008-09-14","","","12","Equipment Failure","Akri 9L Flowline[La]","","","","","","",5.64540277778,6.66176388889,"LA","","","","","","","","","","","","","","no","Sep","2008","09","Oguta"
"","2009/sar/113/168","NAOC","2009-06-22","","","205","Sabatage","18'' Tebidaba/Brass pipeline at Lasukugbene   [Sw]","","","","","","",4.51427777778,6.02891666667,"SW","","","","","","","","","","","","","","yes","Jun","2009","06","Southern Ijaw"
"","2009/lar/145/263","NAOC","2009-10-09","","","20","Sabatage","Taylor creek 1TBG flowline at Kalaba   [La]","","","","","","",5.14122777778,6.44671388889,"LA","","","","","","","","","","","","","","yes","Oct","2009","10","Yenegoa"
"","2009/lar/187/330","NAOC","2009-12-22","","","7","Sabatage","Ebocha 5T Flowline at Ebocha","","","","","","",5.45423611111,6.68760833333,"LA","","","","","","","","","","","","","","yes","Dec","2009","12","Ogba/Egbema/Ndoni"
"","2010/lar/187/330","NAOC","2010-01-05","","","30","Sabatage","24 Ogoda/Brass pipeline atOdua    [La]""","","","","","","",4.83555555556,6.49888888889,"LA","","","","","","","","","","","","","","yes","Jan","2010","01","Abua/Odual"
"","2010/lar/009/012","NAOC","2010-01-17","","","40","Sabatage","Taylor creek 1TBG Flowline at Ayamabele(La)","","","","","","",5.45605555556,6.6925,"LA","","","","","","","","","","","","","","yes","Jan","2010","01","Ogba/Egbema/Ndoni"
"","2010/lar/014/024","NAOC","2010-02-01","","","7","Sabatage","EOC 9T flowline along old EOC ferry","","","","","","",5.43078611111,6.58098888889,"LA","","","","","","","","","","","","","","yes","Feb","2010","02","Ogba/Egbema/Ndoni"
"","2011/lar/144/257","NAOC","2011-10-06","","","0","Sabatage","10''OB/OB-EOC pipeline at Obrikom","","","","","","",5.40090833333,6.62691666667,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/LAR/142/256","NAOC","2011-10-06","","","80","Sabatage","14'' AKRI/EOC PIPELINE AT ABACHEKE","","","","","","",5.53205555556,6.71716666667,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ohaji/Egbema"
"","","NAOC","2011-10-1","","","5","Sabatage","6'' Taylor creek flowline at Kalaba","","","","","","",5.1315,6.45416666667,"","","","","","","","","","","","","","","yes","Oct","2011","10","Yenegoa"
"","","NAOC","2011-10-1","","","130","Sabatage","6'' taylor creek flowline at Kalaba","","","","","","",5.13330555556,6.45463888889,"","","","","","","","","","","","","","","yes","Oct","2011","10","Yenegoa"
"","2011/lar/151/267B","NAOC","2011-10-1","","","25","Sabatage","4'' Obiafu 33S flowline along Old Ebocha 8 location","","","","","","",5.444,6.66955555556,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/LAR/145/259","NAOC","2011-10-1","","","5","Sabatage","TAYLOR CREEK 2S FLOWLINE AT KALABA","","","","","","",5.1315,6.45416666667,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Yenegoa"
"","2011/sar/118/263","NAOC","2011-10-1","","","0","Sabatage","10'' Clough creek/Tebidaba pipeline at Gbaraum","","","","","","",4.76927777778,5.79047222222,"SW","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","2011/lar/145","NAOC","2011-10-1","","","1","Sabatage","4'' Taylor creek flowline at Kalaba","","","","","","",5.13205555556,6.45447222222,"","","","","","","","","","","","","","","yes","Oct","2011","10","Yenegoa"
"","","NAOC","2011-10-1","","","10","Sabatage","6'' Taylor creek flowline at Kalaba","","","","","","",5.13755555556,6.44952777778,"","","","","","","","","","","","","","","yes","Oct","2011","10","Yenegoa"
"","2011/sar/119/264","NAOC","2011-10-1","","","0","Sabatage","10''Clough creek/Tebidaba pipeline at Gbaraum","","","","","","",4.77958333333,5.77780555556,"SW","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","2011/lar/148/262","NAOC","2011-10-11","","","15","Equipment Failure","4'' Obiafu 35s flowline at Obrikom","","","","","","",5.40716666667,6.61763888889,"LA","","","","","","","","","","","","","","no","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/lar/146/260","NAOC","2011-10-11","","","25","Sabatage","24'' ogoda/brass pipeline at Ozochi","","","","","","",4.96380555556,6.51088888889,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ahoada West"
"","2011/lar/147/261","NAOC","2011-10-11","","","10","Sabatage","24'' Ogoda/Brass pipeline at Obodhi","","","","","","",4.96647222222,6.51361111111,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ahoada West"
"","2011/lar/149/265","NAOC","2011-10-15","","","0","Equipment Failure","Akri 4L choke box flange neck at Akri","","","","","","",5.63752777778,6.67408333333,"LA","","","","","","","","","","","","","","no","Oct","2011","10","Oguta"
"","2011/lar/150/266","NAOC","2011-10-15","","","0","Sabatage","4'' Obiafu 31s flowline at Obiafu","","","","","","",5.44088888889,6.61244444444,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","","NAOC","2011-10-15","","","12","Sabatage","18'' Tebidaba/brass pipeline at igbematoru","","","","","","",4.52716666667,6.00608333333,"","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","2011/SAR/120/278","NAOC","2011-10-15","","","33","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT IGBEMATORU","","","","","","",4.52616666667,6.00783333333,"SW","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","2011/lar/151/267A","NAOC","2011-10-16","","","20","Sabatage","4'' Obiafu 33s flowline at Ebocha","","","","","","",5.44956944444,6.66965,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/lar/152/268","NAOC","2011-10-17","","","6","Sabatage","Obrikom 2T/4T flowline at Obrikom","","","","","","",5.40194444444,6.62222222222,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/lar/154/270","NAOC","2011-10-21","","","0","Sabatage","Obiafu 31L flowline at Ebocha","","","","","","",5.44844444444,6.63661111111,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/lar/153/269","NAOC","2011-10-21","","","0","Sabatage","Ebocha 20T flowline at Ebocha","","","","","","",5.44805555556,6.62808333333,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/lar/156/272","NAOC","2011-10-22","","","0","Sabatage","4''Ebocha gas lift re-injection flowline at ebocha","","","","","","",5.44972222222,6.45027777778,"LA","","","","","","","","","","","","","","yes","Oct","2011","10",""
"","2011/lar/155/271","NAOC","2011-10-22","","","0","Sabatage","Obiafu 32s flowline at ebocha","","","","","","",5.44938888889,6.63805555556,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/lar/158/274","NAOC","2011-10-22","","","0","Sabatage","Ebocha 16T flowline at Ebocha","","","","","","",5.44861111111,6.63494444444,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/lar/161/280","NAOC","2011-10-22","","","1","Sabatage","taylor creek 1T flowline at Kalaba","","","","","","",5.13177777778,6.45447222222,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Yenegoa"
"","2011/lar/157/273","NAOC","2011-10-22","","","0","Sabatage","Ebocha 18T flowline at Ebocha","","","","","","",5.44930555556,6.63777777778,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/LAR/160/279","NAOC","2011-10-22","","","10","Sabatage","TAYLOR CREEK 2S FLOWLINE AT KALABA","","","","","","",5.13755555556,6.44966666667,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Yenegoa"
"","2011/LAR/162/283","NAOC","2011-10-22","","","130","Sabatage","TAYLOR CREEK 2S FLOWLINE AT KALABA","","","","","","",5.13755555556,6.44966666667,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Yenegoa"
"","2011/lar/159/275","NAOC","2011-10-22","","","0","Sabatage","Ebocha 9T flowline at Ebocha","","","","","","",5.449,6.63638888889,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/sar/121/276","NAOC","2011-10-22","","","3","Sabatage","10'' Clough creek/Tebidaba pipeline at Azagbene","","","","","","",4.82352777778,5.71163888889,"SW","","","","","","","","","","","","","","yes","Oct","2011","10","Ekeremor"
"","2011/SAR/123/282","NAOC","2011-10-23","","","5","Equipment Failure","10'' CLOUGH CREEK/TEBIDABA PIPELINE AT GBARAUN","","","","","","",4.79075,5.75641666667,"SW","","","","","","","","","","","","","","no","Oct","2011","10","Southern Ijaw"
"","2011/lar/163/281","NAOC","2011-10-24","","","","Equipment Failure","Mgbede 15s well head at Mgbede","","","","","","",5.46241666667,6.72986111111,"LA","","","","","","","","","","","","","","no","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/LAR/164/284","NAOC","2011-10-25","","","40","Sabatage","24'' OGODA/BRASS PIPELINE AT OZOCHI","","","","","","",4.96355555556,6.51086111111,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ahoada West"
"","2011/SAR/124/25","NAOC","2011-10-29","","","0","Sabatage","18'' TEBIDABA/BRASS PIPELINE AT ELEPA","","","","","","",4.45813888889,6.17361111111,"SW","","","","","","","","","","","","","","yes","Oct","2011","10","Nembe"
"","2011/LAR/168/289","NAOC","2011-10-3","","","0","Sabatage","EBOCHA 6L FLOWLINE BY EBOCHA FERRY ROAD AT EBOCHA","","","","","","",5.454,6.68916666667,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/LAR/165/286","NAOC","2011-10-3","","","30","Equipment Failure","EBOCHA 5T FLOWLINE AT EBOCHA","","","","","","",5.449,6.64488888889,"LA","","","","","","","","","","","","","","no","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/LAR/167/288","NAOC","2011-10-3","","","0","Sabatage","EBOCHA 5T FLOWLINE ALONG EBOCHA FERRY ROAD AT EBOCHA","","","","","","",5.45311111111,6.6875,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","2011/LAR/166/287","NAOC","2011-10-3","","","0","Sabatage","4'' MGBEDE 16T FLOWLINE AT MGBEDE","","","","","","",5.45086111111,6.72891666667,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Ogba/Egbema/Ndoni"
"","","NAOC","2011-10-31","","","","Sabatage","Ogboinbiri/Ogoda pipeline at Agiamagbene","","","","","","",4.81955555556,6.13358333333,"","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Aguobiri","","","","","","",4.82405555556,6.14758333333,"SW","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Aguobiri","","","","","","",4.82375,6.14661111111,"SW","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Aguobiri","","","","","","",4.82330555556,6.14522222222,"LA","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Agiamagbene","","","","","","",4.81938888889,6.13333333333,"","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Agiamagbene","","","","","","",4.81911111111,6.13347222222,"","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","2011/SAR/126/291","NAOC","2011-10-31","","","1040","Sabatage","24'' OGBOINBIRI/OGODA PIPELINE AT AGIAMAGBENE","","","","","","",4.82088888889,6.13763888889,"SW","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Agiamagbene","","","","","","",4.81958333333,6.13369444444,"","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Agiamagbene","","","","","","",4.81958333333,6.13380555556,"","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Agiamagbene","","","","","","",4.82005555556,6.13502777778,"","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Other","24'' Ogboinbiri/Ogoda pipeline at Aguobiri(B)","","","","","","",4.82458333333,6.14958333333,"","","","","","","","","","","","","","","no","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Aguobiri(H)","","","","","","",4.82141666667,6.13936111111,"","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Aguobiri(E)","","","","","","",4.82355555556,6.14611111111,"","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","","NAOC","2011-10-31","","","","Sabatage","24'' Ogboinbiri/Ogoda pipeline at Aguobiri(G)","","","","","","",4.823,6.14177777778,"","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","2011/LAR/125/290","NAOC","2011-10-31","","","1430","Sabatage","24'' OGBOINBIRI/OGODA PIPELINE AT AGUOBIRI","","","","","","",4.82494444444,6.15083333333,"SW","","","","","","","","","","","","","","yes","Oct","2011","10","Southern Ijaw"
"","2011/lar/171/294","NAOC","2011-11-01","","","7","Sabatage","Taylor creek 2s flowline at Kalaba","","","","","","",5.15819444444,6.43905555556,"LA","","","","","","","","","","","","","","yes","Nov","2011","11","Yenegoa"
"","2011/lar/170/293","NAOC","2011-11-01","","","0","Sabatage","taylor creek 1T flowline at Kalaba","","","","","","",5.14130555556,6.41333333333,"LA","","","","","","","","","","","","","","yes","Nov","2011","11","Yenegoa"
